CODE;NAME;COMMENT;LAST UPDATE;BIG THEME;SOURCE ACRONYM;SOURCE;SOURCE URL;FREQUENCY;MEASURE;UNIT;SERIES STATUS;THEME CODE;COUNTRY;NUMERICA;THEME
BM12_CRDSPJ12;Operações de crédito - saldo da carteira de crédito - recursos direcionados - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Saldo em final de período das operações de crédito regulamentadas pelo Conselho Monetário Nacional (CMN) ou vinculados a recursos orçamentários. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CRDTJ12;Operações de crédito - taxa média de juros - recursos direcionados - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Taxa média de juros das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Taxa ponderada pelo valor das concessões. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(% a.a.);;A;3;BRA;True;Moeda e crédito
BM12_CRDTJPF12;Operações de crédito - taxa média de juros  - recursos direcionados - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Taxa média de juros das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Taxa ponderada pelo valor das concessões. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(% a.a.);;A;3;BRA;True;Moeda e crédito
BM12_CRDTJPJ12;Operações de crédito - taxa média de juros  - recursos direcionados - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Taxa média de juros das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Taxa ponderada pelo valor das concessões. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos. Classificação por tipo de cliente: pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(% a.a.);;A;3;BRA;True;Moeda e crédito
BM12_CRLCA12;Operações de crédito - concessões de crédito - recursos livres;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Concessões de crédito  refere-se a desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito. Os valores informados correspondem às concessões ocorridas no mês de referênciaEstas novas operações de crédito são contratadas com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CRLCAPF12;Operações de crédito - concessões de crédito - recursos livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Concessões de crédito  refere-se a desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito. Os valores informados correspondem às concessões ocorridas no mês de referênciaEstas novas operações de crédito são contratadas com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa física (PF). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CRLCAPJ12;Operações de crédito - concessões de crédito - recursos livres - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Concessões de crédito  refere-se a desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito. Os valores informados correspondem às concessões ocorridas no mês de referênciaEstas novas operações de crédito são contratadas com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CRLIN12;Operações de crédito - inadimplência da carteira de crédito - recursos livres - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira. Ou seja, percentual da carteira de crédito livre do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CRLINPF12;Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira. Ou seja, percentual da carteira de crédito livre do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa física (PF). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CRLINPJ12;Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira. Ou seja, percentual da carteira de crédito livre do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CRLPCA12;Operações de crédito - prazo médio da carteira - recursos livres - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo médio da carteira de crédito é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia. Neste caso de recursos livres, o prazo médio da carteira de crédito possuem taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Reflete o prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLPCAPF12;Operações de crédito - prazo médio da carteira - recursos livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo médio da carteira de crédito é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia. Neste caso de recursos livres, o prazo médio da carteira de crédito possuem taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Reflete o prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLPCAPJ12;Operações de crédito - prazo médio da carteira - recursos livres - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo médio da carteira de crédito é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia. Neste caso de recursos livres, o prazo médio da carteira de crédito possuem taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Reflete o prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa jurídica (PJ).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLPCO12;Operações de crédito - prazo médio das concessões - recursos livres - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo a decorrer médio das novas operações de crédito contratadas no período de referência  com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLPCOPF12;Operações de crédito - prazo médio das concessões - recursos livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo a decorrer médio das novas operações de crédito contratadas no período de referência  com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLPCOPJ12;Operações de crédito - prazo médio das concessões - recursos livres - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo a decorrer médio das novas operações de crédito contratadas no período de referência  com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa jurídica (PJ).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CRLS12;Operações de crédito - saldo da carteira de crédito - recursos livres - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Corresponde ao somatório do saldo devedor dos contratos de crédito em final de mês. Inclui as novas concessões liberadas no mês e a apropriação de juros pró- rata das operações de empréstimos e financiamentos.Trata-se dos contratos com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais. Nas operações livres, as instituições financeiras têm autonomia sobre a destinação dos recursos captados em mercado.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CRLSD12;Operações de crédito - spread médio das operações - recursos Livres - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Diferença entre a taxa média de juros das novas operações de crédito contratadas no período de referência e o custo de captação referencial médio. Trata-se das novas operações de crédito livre. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Somatório dos dois tipos de clientes: Pessoa física (PF) e pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(p.p.);;A;3;BRA;True;Moeda e crédito
BM12_CRLSDPF12;Operações de crédito - spread médio das operações - recursos Livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Diferença entre a taxa média de juros das novas operações de crédito contratadas no período de referência e o custo de captação referencial médio. Trata-se das novas operações de crédito livre. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(p.p.);;A;3;BRA;True;Moeda e crédito
BM12_CRLSDPJ12;Operações de crédito - spread médio das operações - recursos Livres - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Diferença entre a taxa média de juros das novas operações de crédito contratadas no período de referência e o custo de captação referencial médio. Trata-se das novas operações de crédito livre. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.Classificação por tipo de cliente: pessoa jurídica (PJ).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(p.p.);;A;3;BRA;True;Moeda e crédito
BM12_CRLSPF12;Operações de crédito - saldo da carteira de crédito - recursos livres - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Corresponde ao somatório do saldo devedor dos contratos de crédito em final de mês. Inclui as novas concessões liberadas no mês e a apropriação de juros pró- rata das operações de empréstimos e financiamentos.Trata-se dos contratos com taxas de juros livremente pactuadas entre mutuários e instituições financeiras. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais. Nas operações livres, as instituições financeiras têm autonomia sobre a destinação dos recursos captados em mercado.Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
